College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",CSE,1098,5341,M,OU,BC_B,BC_B_GEN_OU
JOGI,"JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS), YENKAPALLY",EEE,690,5343,M,OU,BC_B,BC_B_GEN_OU
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS), JAGITIAL",ECE,1541,5344,M,OU,ST,ST_GEN_OU
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,1100,5348,M,OU,BC_A,BC_A_GEN_OU
WITS,"WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",ECE,1542,5349,M,OU,OC,OC_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSM,692,5350,M,OU,BC_B,BC_B_GEN_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",CSM,1088,5354,F,OU,BC_B,BC_B_GEN_UR
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",ECE,1543,5355,F,OU,BC_D,BC_D_GIRLS_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSD,1089,5356,M,OU,BC_D,BC_D_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",AI,1090,5357,M,OU,BC_A,BC_A_GEN_OU
VRKW,"DR VRK WOMENS COLL OF ENGG AND TECHNOLOGY, MOINABAD",EEE,694,5361,F,OU,BC_D,MUS_GIRLS_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",MEC,740,5362,M,OU,BC_D,OC_NCC_GEN_OU(55)
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",AI,1092,5364,F,OU,BC_B,BC_D_GIRLS_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSD,741,5366,M,OU,BC_B,BC_B_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSM,1544,5368,F,OU,BC_A,BC_A_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,1545,5370,M,OU,BC_D,BC_D_NCC_GEN_OU(57)
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,743,5371,M,OU,BC_D,BC_D_GEN_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",CSM,744,5372,M,OU,BC_B,OC_GEN_UR
ELEN,"ELLENKI COLLGE OF ENGG AND TECHNOLOGY, PATANCHERU",CSE,1103,5373,M,OU,BC_D,OC_GEN_UR
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSM,1547,5375,M,OU,SC,SC_GIRLS_UR
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",ECE,1547,5375,F,OU,BC_B,BC_B_GIRLS_OU
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",INF,1094,5377,F,OU,OC,EWS_GIRLS_OU
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",CSM,1548,5377,F,OU,BC_B,BC_B_CAP_GIRLS_UR(0)
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",CSM,1095,5378,M,OU,SC,SC_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",ECE,1550,5380,M,OU,BC_B,BC_B_GEN_OU
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",CSE,1551,5381,F,OU,BC_D,BC_D_GIRLS_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSD,1104,5383,M,OU,BC_B,MUS_GEN_UR
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",EEE,697,5384,M,OU,OC,EWS_GEN_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",CSE,698,5385,F,OU,BC_D,BC_D_SG_GEN_OU(0)
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSO,745,5387,M,OU,SC,SC_GIRLS_OU
SPHN,"SPHOORTHY ENGINEERING COLLEGE, NADERGUL",CSM,746,5389,M,OU,BC_C,BC_B_GIRLS_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSM,701,5392,M,OU,ST,ST_GEN_OU
KMEC,"KESHAV MEMORIAL ENGINEERING COLLEGE, KACHWANISINGARAM",CSM,1553,5393,M,OU,OC,EWS_GIRLS_OU
KUWL,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",CSE,1097,5398,F,OU,SC,SC_GEN_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSD,702,5400,F,OU,BC_D,BC_D_GIRLS_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSC,1098,5401,M,OU,OC,EWS_GIRLS_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSE,1099,5402,M,OU,BC_B,BC_B_GEN_UR
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",MEC,749,5403,M,OU,SC,SC_GEN_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,703,5404,M,OU,BC_B,BC_B_GEN_OU
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",CSD,1557,5406,F,OU,BC_B,BC_B_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",CSM,750,5411,M,OU,BC_B,BC_B_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSM,1559,5412,F,OU,OC,EWS_GIRLS_UR
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSO,707,5413,M,OU,ST,ST_GEN_OU
SVSE,"SVS GRP OF INSTNS - SVS INST OF TECH, HANAMKONDA",EEE,708,5416,M,OU,BC_B,BC_B_GEN_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",CSM,1561,5416,M,OU,BC_B,BC_B_GEN_OU
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",EEE,713,5422,M,OU,BC_D,BC_D_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",AIM,1101,5423,F,OU,BC_D,BC_D_GEN_UR
GNPT,"GANAPATHI ENGINEERING COLLGE, WARANGAL",EEE,714,5424,M,OU,BC_D,OC_SG_GEN_OU(0)
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",EEE,715,5425,M,OU,BC_B,BC_B_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",EEE,717,5427,F,OU,BC_A,BC_A_GIRLS_OU
BREW,"BHOJREDDY ENGINEERING COLLEGE FOR WOMEN, SAIDABAD",EEE,718,5428,F,OU,BC_B,BC_B_CAP_GIRLS_UR(0)
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",EEE,719,5429,F,OU,BC_D,BC_D_GIRLS_OU
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",EEE,720,5430,M,OU,BC_E,MUS_GEN_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSD,1106,5431,M,OU,OC,EWS_GEN_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",ECE,1562,5432,F,OU,SC,SC_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,752,5433,M,OU,BC_B,BC_B_GEN_OU
SVIT,"SWAMI VIVEKANANDA INST OF TECHNOLOGY, SECUNDERABAD",AID,753,5434,M,OU,BC_B,BC_B_GIRLS_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,1563,5435,M,OU,ST,ST_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",CSE,1102,5436,M,OU,BC_E,MUS_GEN_OU
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY, SATHUPALLY",ECE,1564,5438,F,OU,BC_E,OC_GEN_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",MEC,754,5439,M,OU,BC_B,BC_B_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",CIC,1103,5440,M,OU,BC_D,OC_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",ECE,1565,5441,M,OU,ST,ST_GEN_OU
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",ECE,1567,5443,F,OU,BC_B,BC_B_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",ECE,1567,5443,M,OU,BC_B,BC_B_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",INF,1104,5445,F,OU,SC,SC_GEN_OU
AKIT,"ABDULKALAM INST OF TECHNOLOGY AND SCI, KOTHAGUDEM",CIV,1108,5445,M,OU,BC_E,BC_E_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",CSE,1569,5447,M,OU,BC_B,BC_B_GEN_OU
NREC,"NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,1569,5447,M,OU,BC_B,BC_B_GIRLS_OU
BITN,"BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), NARSAMPET",CSE,1109,5448,M,OU,ST,ST_GEN_OU
KCEA,"KSHATRIYA COLLEGE OF ENGINEERING, ARMOOR",ECE,1570,5450,M,OU,BC_B,BC_B_GEN_OU
NGIT,"NEIL GOGTE INST OF TECHNOLOGY, KACHIVANI SINGARAM",CSE,1105,5451,M,OU,BC_B,BC_B_GEN_OU
ISLC,"ISL ENGINEERING COLLEGE, BANDLAGUDA",CIV,1110,5453,M,OU,BC_E,MUS_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,1111,5454,F,OU,BC_A,BC_E_GIRLS_OU
VMTW,"VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN, GHATKESAR",ECE,1572,5456,F,OU,BC_B,BC_B_GIRLS_OU
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS, HAYATHNAGAR",CIV,1112,5457,M,OU,BC_B,BC_B_GEN_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",CSM,1106,5461,F,OU,BC_D,OC_GIRLS_OU
MREM,"MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES, MEDCHAL",CSD,1574,5462,M,OU,BC_B,BC_B_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",ECE,1575,5463,M,OU,BC_D,BC_D_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",CIV,1115,5464,F,OU,SC,SC_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSE,1116,5465,F,OU,SC,SC_GEN_OU
PETW,"PRINCETON INST OF ENGG TECH FOR WOMEN, GHATKESAR",CIV,1117,5466,F,OU,BC_D,BC_D_NCC_GIRLS_OU(0)
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",ECE,1576,5467,F,OU,OC,OC_GIRLS_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",MEC,757,5469,M,OU,ST,ST_GIRLS_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",ECE,1577,5470,M,OU,ST,ST_GEN_OU
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS), MEDCHAL",CSD,758,5471,F,OU,BC_B,BC_B_GIRLS_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",ECE,1578,5473,M,OU,BC_E,MUS_GEN_UR
SPEC,"ST PETERS ENGINEERING COLLEGE (AUTONOMOUS), MEDCHAL",CSE,1579,5474,M,OU,BC_B,BC_B_GEN_OU
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",MEC,759,5477,M,OU,BC_E,MUS_GEN_UR
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",EEE,721,5478,M,OU,SC,SC_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",AIM,1581,5479,F,OU,BC_B,BC_B_GIRLS_OU
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS), GHATKESAR",ECE,1582,5480,F,OU,BC_B,BC_B_GIRLS_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",ECE,1583,5481,F,OU,SC,SC_GEN_OU
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR, SULTANPUR",CSE,1107,5482,F,OU,ST,ST_GEN_UR
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",CSE,1584,5483,F,OU,BC_B,BC_B_GIRLS_OU
JOGI,"JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS), YENKAPALLY",ECE,1587,5486,M,OU,BC_B,OC_NCC_GIRLS_OU(57)
BVRW,"BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS), BACHUPALLY",CSM,1108,5487,F,OU,BC_D,BC_D_GIRLS_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSM,19,5489,M,OU,ST,OC_GEN_OU
SDGI,"SREE DATTHA GRP OF INSTNS, IBRAHIMPATAN",ECE,1588,5492,M,OU,OC,SC_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,761,5494,M,OU,BC_B,OC_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSM,1111,5495,F,OU,ST,ST_GIRLS_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSM,1122,5496,M,OU,BC_A,BC_A_GEN_OU
SMCD,"ST  MARYS ENGINEERING COLLEGE, DESHMUKHI",AID,1123,5498,M,OU,OC,CHR_GEN_UR
MLTM,"MALLA REDDY INSTITUTE OF TECHNOLOGY, MAISAMMAGUDA",CSE,1125,5501,M,OU,BC_D,BC_D_GEN_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,1112,5502,F,OU,OC,EWS_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,1126,5503,F,OU,BC_A,BC_A_GIRLS_OU
PALV,"PALLAVI ENGINEERING COLLEGE, KUNTLOOR",CIV,1127,5504,F,OU,BC_E,BC_E_GEN_OU
MNRT,"MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY, SANGAREDDY",MEC,762,5506,M,OU,BC_D,BC_D_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",AIM,1113,5506,M,OU,BC_E,MUS_GEN_OU
NRCM,"NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSE,763,5509,M,OU,BC_B,BC_B_GEN_OU
SDEW,"SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS, GANDIPET",CSD,1114,5509,F,OU,BC_B,BC_C_GIRLS_OU
DRKC,"D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",CIV,1129,5510,F,OU,ST,ST_GIRLS_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSE,1115,5513,F,OU,ST,ST_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,1590,5513,F,OU,ST,ST_GIRLS_UR
BREW,"BHOJREDDY ENGINEERING COLLEGE FOR WOMEN, SAIDABAD",INF,1117,5517,F,OU,OC,OC_GIRLS_OU
SDGI,"SREE DATTHA GRP OF INSTNS, IBRAHIMPATAN",ECE,1592,5518,M,OU,BC_B,BC_B_GEN_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CSM,1118,5520,F,OU,OC,EWS_GIRLS_OU
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE, GHATKESAR",CSE,1131,5520,M,OU,ST,ST_GEN_UR
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",MMT,21,5521,M,OU,BC_B,BC_B_GEN_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",ECE,1593,5522,M,OU,BC_D,BC_D_GEN_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",INF,764,5524,M,OU,BC_B,BC_B_GEN_UR
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",ECE,1595,5525,F,OU,BC_E,BC_E_GIRLS_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",CSE,1596,5526,M,OU,BC_D,SC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSE,1132,5528,M,OU,ST,ST_GEN_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",MIN,95,5531,M,OU,BC_D,BC_D_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSM,96,5534,M,OU,BC_B,BC_B_GEN_UR
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",CSM,1133,5535,M,OU,SC,SC_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSB,1119,5537,M,OU,BC_B,BC_B_GEN_OU
BOSE,"ANU BOSE INSTT OF TECHNOLOGY, PALONCHA",CIV,1136,5541,M,OU,BC_D,BC_D_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",ECE,1602,5543,F,OU,BC_B,BC_B_GEN_OU
PETW,"PRINCETON INST OF ENGG TECH FOR WOMEN, GHATKESAR",CIV,1137,5545,F,OU,BC_D,BC_D_GIRLS_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",INF,1603,5545,M,OU,BC_B,ST_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSE,1121,5547,M,OU,BC_B,BC_A_GEN_UR
BVRW,"BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS), BACHUPALLY",EEE,723,5550,F,OU,ST,ST_PHO_GIRLS_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",MEC,767,5551,M,OU,BC_E,BC_E_GIRLS_OU
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS), MEDCHAL",CSM,1140,5553,F,OU,BC_B,BC_B_GIRLS_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",MIN,97,5554,M,OU,BC_B,OC_GIRLS_OU
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",CSE,1141,5555,M,OU,BC_E,BC_E_GEN_UR
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSM,1605,5556,M,OU,BC_B,BC_B_GEN_OU
NREC,"NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,1606,5558,F,OU,BC_B,BC_B_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",CSE,1607,5559,F,OU,BC_B,BC_B_GIRLS_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",AIM,1608,5560,M,OU,BC_B,OC_GEN_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",MIN,98,5561,M,OU,SC,SC_GEN_UR
ANRK,"ANURAG ENGINEERING COLLEGE AUTONOMOUS, KODAD",EEE,725,5562,M,OU,BC_A,BC_A_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",ECE,1609,5563,M,OU,BC_C,BC_C_GEN_OU
SPEC,"ST PETERS ENGINEERING COLLEGE (AUTONOMOUS), MEDCHAL",ECE,1610,5565,M,OU,BC_D,BC_D_GEN_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",CIV,1142,5566,F,OU,SC,SC_GEN_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",ECE,1611,5568,F,OU,BC_B,BC_B_GIRLS_OU
AITH,"ANNAMACHARYA INST OF TECHNOLOGY AND SCI, HAYATHNAGAR",MEC,769,5569,M,OU,BC_B,OC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",INF,770,5570,M,OU,OC,EWS_GEN_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",CSE,99,5571,M,OU,ST,ST_GEN_OU
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,727,5572,M,OU,BC_D,BC_D_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",CSE,1122,5575,M,OU,BC_A,BC_E_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",INF,728,5578,M,OU,BC_D,BC_D_GEN_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",CSE,1615,5578,F,OU,BC_E,OC_GIRLS_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",ECE,1615,5578,F,OU,BC_B,BC_B_GIRLS_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",AIM,771,5581,M,OU,BC_D,BC_D_GEN_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,1617,5582,F,OU,ST,ST_GIRLS_OU
MOTK,"MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY, SATHUPALLY",CSE,1619,5585,M,OU,OC,OC_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",ECE,1621,5587,F,OU,SC,SC_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,772,5588,M,OU,BC_D,BC_D_CAP_GEN_UR(0)
ELEN,"ELLENKI COLLGE OF ENGG AND TECHNOLOGY, PATANCHERU",MEC,773,5590,M,OU,BC_D,OC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSM,1622,5590,F,OU,BC_B,BC_B_GIRLS_OU
SMED,"ST  MARYS GROUP OF INSTITUTIONS, DESHMUKHI",CSM,1123,5593,M,OU,BC_B,CHR_GEN_UR
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSD,1145,5593,M,OU,OC,EWS_GEN_UR
SISG,"SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS), GHATKESAR",CSE,1145,5593,M,OU,BC_D,BC_D_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSM,1124,5594,F,OU,BC_B,BC_B_GIRLS_UR
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",INF,34,5597,M,OU,BC_E,OC_PHO_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",EEE,730,5597,F,OU,OC,EWS_GIRLS_UR
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",EEE,731,5598,M,OU,SC,SC_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,1146,5599,M,OU,BC_E,BC_E_GEN_UR
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CSD,35,5600,F,OU,BC_D,BC_D_GEN_OU
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",ECE,1623,5601,M,OU,BC_A,OC_GEN_OU
