College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",ECE,811,3004,M,OU,BC_A,BC_A_GEN_OU
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR, SULTANPUR",MEC,430,3006,F,OU,SC,SC_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSE,696,3008,F,OU,BC_D,BC_D_GEN_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSO,812,3009,M,OU,BC_D,BC_D_GIRLS_OU
MHVR,"MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY, BANDLAGUDA",EEE,322,3010,M,OU,BC_B,BC_B_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",CIV,652,3011,F,OU,SC,SC_GIRLS_UR
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSD,813,3012,M,AU,OC,EWS_GEN_UR
VMTW,"VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN, GHATKESAR",CSE,653,3013,F,OU,BC_D,BC_D_GIRLS_UR
KCEA,"KSHATRIYA COLLEGE OF ENGINEERING, ARMOOR",CIV,654,3014,M,OU,BC_D,BC_D_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSC,324,3016,M,OU,BC_D,BC_D_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",ECE,814,3017,F,OU,BC_D,BC_D_GIRLS_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",EEE,327,3021,M,OU,BC_A,BC_A_GEN_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",ECE,816,3024,F,OU,BC_A,BC_A_GIRLS_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",EEE,328,3025,F,OU,BC_B,OC_GIRLS_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",EEE,329,3026,M,OU,BC_D,BC_D_GEN_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",EEE,330,3028,F,OU,BC_B,BC_B_GIRLS_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CSE,698,3028,M,OU,OC,EWS_GEN_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",CSO,331,3029,M,OU,OC,EWS_GEN_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",EEE,332,3030,F,OU,BC_A,BC_A_GIRLS_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",EEE,333,3031,M,OU,OC,EWS_GEN_UR
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",CSO,431,3032,M,OU,BC_D,OC_PHH_GEN_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",EEE,334,3033,F,OU,BC_B,OC_GIRLS_OU
STLW,"STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS), ABIDS",ECE,818,3035,F,OU,BC_D,OC_NCC_GIRLS_OU(0)
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",ECE,818,3035,F,OU,OC,EWS_GIRLS_OU
WESL,"CSI WESLEY INST OF TECHNOLOGY AND SCIENCES, SECUNDERABAD",CSE,657,3037,M,OU,BC_B,BC_B_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CIV,658,3038,M,OU,BC_E,MUS_GEN_OU
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR, SULTANPUR",CSE,699,3039,F,OU,SC,SC_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSC,819,3041,F,OU,BC_B,BC_B_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",EEE,335,3042,M,OU,BC_B,BC_B_CAP_GEN_UR(0)
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS), MEDCHAL",ECE,820,3043,M,OU,BC_B,BC_B_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",EEE,336,3046,F,OU,BC_D,BC_D_GIRLS_UR
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",EEE,338,3048,F,OU,BC_B,BC_B_GEN_OU
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",EEE,340,3050,F,OU,BC_B,BC_B_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",EEE,341,3051,M,OU,BC_D,BC_D_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",AID,433,3052,M,OU,BC_D,BC_D_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",EEE,342,3053,F,OU,OC,EWS_GIRLS_OU
KTKM,"KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE, HUZURABAD",EEE,343,3054,F,OU,BC_D,BC_D_GIRLS_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",CIV,659,3056,M,OU,BC_D,BC_D_GEN_OU
SWET,"SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY, KHAIRTABAD",EEE,345,3057,F,OU,BC_B,MUS_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",EIE,10,3060,F,OU,BC_B,BC_B_GEN_UR
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSB,702,3061,F,OU,BC_B,BC_B_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSM,703,3062,M,OU,ST,ST_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSE,10,3063,M,OU,BC_E,MUS_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",ETM,822,3064,F,OU,OC,EWS_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSC,662,3066,F,OU,SC,SC_GIRLS_OU
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CIV,663,3067,M,OU,BC_A,BC_A_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSE,704,3068,M,OU,BC_B,BC_B_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",INF,434,3069,M,OU,SC,SC_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",CSE,705,3070,M,OU,BC_E,MUS_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",MEC,436,3072,M,OU,SC,SC_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",MEC,437,3073,M,OU,BC_D,OC_PHV_GEN_OU
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS), JAGITIAL",INF,706,3074,F,OU,BC_B,BC_B_GEN_OU
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",MEC,438,3075,M,OU,BC_D,BC_D_GIRLS_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSD,439,3076,M,OU,BC_E,MUS_GEN_UR
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",AID,707,3077,M,OU,BC_D,BC_D_GIRLS_OU
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",ECE,823,3080,F,OU,BC_D,BC_D_GEN_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",MEC,440,3081,M,OU,BC_B,BC_B_PHV_GEN_OU
NRCM,"NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,824,3083,M,OU,BC_B,OC_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",MET,11,3084,M,OU,BC_B,BC_B_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",INF,441,3086,M,OU,BC_D,BC_D_GIRLS_OU
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",CIV,666,3089,F,OU,BC_B,BC_B_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",AUT,443,3091,M,OU,SC,SC_GEN_OU
DCET,"DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY, DARUSSALAM",CIV,667,3092,M,OU,BC_E,MUS_GEN_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",CSE,444,3094,F,OU,BC_A,BC_A_GEN_OU
SVIT,"SWAMI VIVEKANANDA INST OF TECHNOLOGY, SECUNDERABAD",CSM,445,3096,M,OU,OC,SC_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CIV,669,3096,M,OU,BC_E,MUS_GEN_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSE,670,3097,M,OU,SC,SC_GEN_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",ECE,827,3099,M,OU,BC_B,BC_B_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,446,3100,M,OU,BC_D,BC_D_GEN_UR
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CSE,709,3101,F,OU,BC_A,BC_A_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",CSM,710,3102,M,OU,BC_D,OC_GEN_UR
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSE,672,3103,F,OU,BC_D,BC_D_GIRLS_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",INF,673,3104,F,OU,BC_B,OC_GIRLS_OU
NRCM,"NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,828,3105,F,OU,BC_B,OC_PHO_GEN_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",INF,674,3106,F,OU,BC_D,BC_D_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CIV,675,3107,F,OU,BC_A,BC_A_GIRLS_OU
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE, BACHUPALLY",CSE,448,3109,F,OU,BC_A,BC_A_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,829,3110,M,OU,SC,SC_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",ECE,831,3114,M,OU,BC_B,BC_B_GEN_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",CSE,712,3116,F,OU,BC_D,BC_D_NCC_GIRLS_OU(0)
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,677,3117,M,OU,BC_D,BC_D_GEN_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",INF,713,3118,F,OU,BC_D,OC_CAP_GIRLS_UR(0)
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",ECE,832,3120,M,OU,BC_B,BC_B_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CSE,714,3122,M,OU,ST,ST_GEN_UR
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",ECE,833,3124,F,OU,BC_B,OC_GIRLS_OU
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE, BACHUPALLY",CSE,834,3125,F,OU,BC_D,ST_GIRLS_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",INF,715,3127,F,OU,BC_D,OC_GEN_OU
JNKR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS), JAGITIAL",ECE,835,3127,F,OU,SC,SC_GEN_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",ECE,836,3128,F,OU,BC_B,BC_B_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",CIV,680,3130,M,OU,ST,ST_GEN_OU
JAYA,"JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS), NARSAMPET",CIV,681,3131,M,OU,SC,SC_GEN_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",CIV,682,3132,M,OU,SC,SC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSI,450,3133,M,OU,BC_D,BC_D_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSM,346,3136,M,OU,BC_B,BC_B_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,838,3137,M,OU,SC,SC_GEN_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSE,839,3139,M,OU,OC,EWS_GEN_UR
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",ECE,840,3140,F,OU,OC,EWS_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",AI,718,3142,M,OU,BC_D,OC_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CSE,718,3142,M,OU,SC,SC_CAP_GEN_UR(0)
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",MEC,453,3144,M,OU,BC_D,BC_D_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",CSE,719,3144,M,OU,OC,MUS_GEN_OU
NRCM,"NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,841,3145,M,OU,BC_B,BC_B_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",EIE,12,3148,M,OU,BC_D,BC_D_GEN_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",MEC,454,3149,M,OU,BC_E,OC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",ECE,843,3150,F,OU,OC,EWS_GIRLS_OU
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",CSD,684,3154,M,OU,OC,EWS_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",MEC,456,3155,F,OU,SC,SC_GIRLS_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",ECE,844,3156,F,OU,BC_D,BC_D_GIRLS_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",ECE,845,3157,M,OU,BC_B,BC_B_GEN_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",CIV,685,3158,F,OU,BC_B,BC_B_GEN_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",ECE,846,3160,M,OU,BC_B,BC_B_GEN_OU
KMCE,"KESHAV MEMORIAL COLLEGE OF ENGINEERING FORMERLY  VIGNANA BHARATHI ENGINEERING COLLEGE, IBRAHIMPATAN",CSE,722,3161,M,OU,BC_A,OC_GEN_UR
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,686,3162,M,OU,BC_A,BC_A_GEN_OU
BVRW,"BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS), BACHUPALLY",CSM,723,3163,F,OU,OC,EWS_GIRLS_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",ECE,847,3164,M,OU,BC_E,MUS_GEN_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",CIV,687,3165,M,OU,OC,EWS_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",INF,688,3166,M,OU,BC_D,BC_D_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CSC,13,3168,M,OU,BC_B,BC_B_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",ECE,848,3168,M,OU,BC_B,BC_B_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",MEC,458,3169,M,OU,SC,SC_GEN_UR
MREM,"MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES, MEDCHAL",ECE,850,3171,M,OU,OC,EWS_GEN_UR
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSE,724,3172,M,OU,BC_B,BC_B_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",ECE,852,3174,F,OU,BC_E,BC_E_GEN_UR
ANRK,"ANURAG ENGINEERING COLLEGE AUTONOMOUS, KODAD",ECE,852,3174,F,OU,BC_B,OC_GEN_OU
CHET,"SRI CHAITANYA TECHNICAL CAMPUS, IBRAHIMPATAN",CIV,689,3175,M,OU,BC_D,BC_D_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSD,853,3176,M,OU,BC_D,ST_GEN_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",AID,725,3179,M,OU,BC_B,BC_B_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",EEE,347,3180,M,OU,BC_D,BC_D_GEN_OU
MHVR,"MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY, BANDLAGUDA",EEE,348,3181,M,OU,BC_B,BC_B_GEN_OU
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",ECE,857,3184,M,OU,BC_D,BC_D_GEN_OU
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS), GHATKESAR",ECE,857,3184,F,OU,BC_B,BC_B_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",EEE,350,3185,M,OU,BC_A,BC_A_GEN_OU
VAGE,"VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS), WARANGAL",EEE,351,3187,M,OU,BC_B,BC_B_GEN_UR
VCET,"VISWESWARAYA COLL OF ENGG AND TECHNOLOGY, IBRAHIMPATAN",CIV,690,3188,F,OU,SC,SC_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSO,858,3189,F,OU,BC_A,BC_A_GEN_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,859,3190,F,OU,SC,SC_GEN_OU
SRYS,"SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), NAGOLE",ECE,860,3191,M,OU,BC_D,BC_D_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",ECE,861,3193,M,OU,BC_E,MUS_GEN_OU
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",INF,460,3195,M,OU,BC_D,BC_D_GIRLS_OU
NGIT,"NEIL GOGTE INST OF TECHNOLOGY, KACHIVANI SINGARAM",CSM,728,3199,M,OU,OC,OC_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSM,461,3200,M,OU,BC_A,BC_A_GEN_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",ECE,864,3201,M,OU,BC_E,BC_E_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",EEE,353,3204,F,OU,ST,ST_GIRLS_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",MEC,462,3205,M,OU,BC_D,BC_D_GEN_OU
JAYA,"JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS), NARSAMPET",CIV,691,3206,M,OU,BC_D,OC_GEN_OU
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",EEE,354,3208,F,OU,OC,EWS_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSD,866,3208,F,OU,OC,ST_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",AIM,730,3209,F,OU,BC_A,BC_A_GEN_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",ECE,867,3210,F,OU,BC_B,OC_GIRLS_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",CSE,731,3211,F,OU,BC_B,BC_B_GEN_OU
SDGI,"SREE DATTHA GRP OF INSTNS, IBRAHIMPATAN",EEE,355,3212,M,OU,BC_D,BC_D_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",ECE,868,3213,F,OU,BC_D,BC_D_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSM,732,3215,M,OU,BC_E,BC_E_GEN_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CSE,733,3216,F,OU,BC_B,BC_B_GIRLS_OU
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",ECE,870,3218,M,OU,BC_B,BC_B_PHV_GEN_OU
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",EEE,356,3219,F,OU,BC_B,BC_B_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",EEE,357,3220,M,OU,BC_C,BC_C_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",ECE,871,3221,F,OU,OC,EWS_GEN_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",MEC,464,3222,F,OU,BC_D,BC_D_GIRLS_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",ECE,872,3223,M,OU,SC,SC_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",ECE,873,3224,M,OU,OC,EWS_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CSD,734,3225,F,OU,BC_A,BC_A_GEN_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",CSE,874,3227,M,OU,BC_B,BC_B_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",EEE,358,3229,F,OU,BC_E,BC_E_GIRLS_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",EEE,359,3230,F,OU,BC_A,BC_A_GEN_OU
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",ECE,876,3233,M,OU,BC_D,BC_D_CAP_GEN_UR(0)
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSE,736,3234,M,OU,BC_B,BC_B_GEN_OU
DRKI,"D R K INSTITUTE OF SCI AND TECHNOLOGY, BOWRAMPET",CSM,467,3238,F,OU,BC_A,OC_GIRLS_OU
MLRS,"MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",INF,362,3239,M,OU,BC_A,BC_E_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",EEE,363,3240,M,OU,OC,MUS_GEN_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",CSE,364,3241,M,OU,ST,ST_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",EEE,365,3242,F,OU,ST,ST_GIRLS_OU
